Sentence,Label
তুর হথা সবসময় মজা লাগে,Chittagong
আমাগো মধ্যি অনেক ঝগড়া হইছে।,Pabna
তুমি কি নতুন কামের লাইগা রেডি?,Cumilla
আঁই এই বিষয়ে মত দিতাছি না।,Cumilla
খাইল সখালে আমি এখটু রংফুর যাইমু।,Sylhet
"সুন্দর তো লাইনডো,আবার কনবেন।",Bogura
"মেসেজ দেহেক রে,",Bogura
অক্কু সময় অইলে ভাল অইবো।,Sylhet
ইনে আইয়া ডায়লগ মারিচ না,Sylhet
হামার অনেক ভালো লাগিলো,Bogura
কি আশ্চর্য বেয়াফার!,Sylhet
অহন আবার নতুন করিয়া কুমিল্লার ভাষা শিখবেন নাকি?,Cumilla
দয়া করি ফোনটা দিয়া দেন।,Rangpur
কাইল্লা বিহানে আঁই একটু কুমিল্লা যামু।,Cumilla
আমার মনডা ছটফট করতাছে।,Cumilla
"যা করতে কই, তাই করো।",Cumilla
মনডা জুড়াইয়া গেলো।,Cumilla
আজকা আমাগো কটকটি শেষ হইয়া গেছে।,Cumilla
তুমি কোনোদিন ঠিকমতো কতা কও না।,Cumilla
ইটা তুমি নিজরলাগি খরো।,Sylhet
মোর জন্যে অল্প করি মিষ্টি আনেন।,Rangpur
টাইম মতো আইও।,Sylhet
আমি অখনি সিলেট যাইমু,Sylhet
পানি দেও উনাকে।,Bogura
আমারে আপনার মতামত জানান।,Pabna
একটু হামাক শোনেন।,Bogura
কি শুন্দর ছবি!,Sylhet
কেবল এনা করছি,Bogura
তোমার পছন্দের গান কি বারে?,Bogura
মানা গইল্লে আর নো আইসসুম হন দিন,Chittagong
গাড়ি চালাইতে শুরু করো।,Cumilla
সবে বহুত লেখা লেখছইন,Sylhet
আঁই কোনো ডায়ালগ দিতে পারতাম না।,Cumilla
রাস্তাডা জ্যাম হইছি নি,Bogura
আমি তো অনেখ বড় মনর মানুষ,Sylhet
একনা পানি দিবেন?,Rangpur
অং নাগছে এখন,Rangpur
হামার বাড়ি লালমনিরহাট,Rangpur
তোয়ার হাছে ন যাইয়ুম,Chittagong
তুমি কি কোনো নতুন প্রজেক্টে কাম করতাছো?,Cumilla
অ আইচ্ছা! খে খইছে ই খথা?,Sylhet
হখলে টিক-করি হুনো।,Sylhet
কাপ নিবে হামার দল,Rangpur
দয়া করি এই সমস্যাত সাহায্য করো।,Sylhet
তুমি প্রতিটা দিনরে স্মরণীয় কইরা তোলো।,Cumilla
ঠিকই কইছো তুমি?,Bogura
ইয়ান ভুলি য গই,Chittagong
মাও ভাত ধরি আচ্চে,Rangpur
মিয়ামান আইস্সে,Chittagong
ইতে সবসময় হাসিখুসি থাকে,Chittagong
এলা (অ্যালা) কাজ শুরু কর।,Rangpur
কি গম্ভীর ব্যাপার!,Pabna
তোমার কি পছন্দের টেলিভিশন শো আছে?,Pabna
গাড়ি চালান শুরু কইরা ফালাও।,Bogura
তুই কি নতুন কিছু শিখর নাকি????,Chittagong
তুমি হগলকিছু ভুল বোঝো।,Cumilla
অংপুরের ভাসাত একটা কতা কয়া যান,Rangpur
কি অবাক করা কতা।,Bogura
হামি স্বপ্ন দেখছি নাতো।,Bogura
আই হাস্সুবাজার জাইয়ুম,Chittagong
কোন খেলা তুমার বেশি ফছন্দ?,Sylhet
তুমি সব সময় অজুহাত দাও।,Cumilla
কয় টেকা ভাড়া বারে।,Bogura
ন ডরাইস,Chittagong
আমাকে কি দেখাবেন।।,Bogura
এটে কোনা ডাইলোক না মারাইস,Rangpur
আও আমরার বাড়িত ফান্তা-ভাত আছে।,Sylhet
হামার আইজক্যা মনডো ক্যান জানি ভালো নাই।,Bogura
ভাত খেয়া যান।,Rangpur
তুমি কোনোদিন নিজের ভুল স্বীকার করো না।,Cumilla
আইসেন হামার বাড়ি,Rangpur
তুই খুব সৃষটিশীল।,Rangpur
আইজক্যা সন্ধ্যায় বের হইও।,Bogura
"হয়, ঠিক আছে",Rangpur
তুমি জন্মাইছো কবে বারে?,Bogura
"হামার অংপুর, হামার অহংকার",Rangpur
এইহানে আমার লাইগা অপেক্ষা করো।,Cumilla
"একটু অল্প করলেই হইবো, কী কন?",Cumilla
চেয়ার কোনা নিয়া আয়,Rangpur
আরে! এত সুন্দর জাগা আগে দেহি নাই!,Cumilla
আমাক শাপলা তুইলা দে।,Pabna
খবরডা দেহি এল্লা।,Bogura
ভাষাটা ভুলিযাইমু নি?,Sylhet
আঁই কি কথা কইত ন পারি মনে গইর্যো নি?,Chittagong
হগলে হগলকিছু কইয়াই ফালাইছে।,Cumilla
আব্বা আম্মায় হুনলে খইইবা তার আবার কিতা অইলো।,Sylhet
আঁই আর অপেক্ষা করতে পারতাছি না।,Cumilla
কেক কাটবো কহন?,Bogura
বইগুলান টেবিলের ওটি রাখো।,Bogura
দয়া খরিয়া আমারে সাহায্য খরো।,Sylhet
তোর উৎসাহ সোগসমায় কাজত নাগে।,Rangpur
এক থাপ্ড়ে কান ফাটে দিম,Rangpur
দয়া করি একনা সাহাইজ্জ করেন।,Rangpur
সব ক্যাবা জানি উল্টাপাল্টা হইতেছে।,Pabna
তোয়াারা আরে বউত হতা মনত গরাই দিও,Chittagong
আঁই এই পরিবেশে কাম করতে পারি না।,Cumilla
এইডা তোমার লাইগা।,Cumilla
"কি,সুন্দর ছবিডো।",Bogura
